GBPJPY_timestamp,open,high,low,close
2020-02-03 00:00:00+00:00,142.871,142.872,142.817,142.8535
2020-02-03 00:05:00+00:00,142.854,142.8955,142.8535,142.888
2020-02-03 00:10:00+00:00,142.8875,142.9255,142.876,142.918
2020-02-03 00:15:00+00:00,142.9185,142.92,142.888,142.912
2020-02-03 00:20:00+00:00,142.9115,142.928,142.9015,142.914
2020-02-03 00:25:00+00:00,142.9145,142.92,142.906,142.9085
2020-02-03 00:30:00+00:00,142.906,142.9395,142.898,142.9305
2020-02-03 00:35:00+00:00,142.931,143.033,142.9215,143.023
2020-02-03 00:40:00+00:00,143.024,143.042,143.0015,143.036
2020-02-03 00:45:00+00:00,143.0355,143.076,142.9815,142.9815
2020-02-03 00:50:00+00:00,142.982,143.036,142.9785,143.022
2020-02-03 00:55:00+00:00,143.0215,143.0235,142.9425,142.9485
2020-02-03 01:00:00+00:00,142.948,142.954,142.849,142.873
2020-02-03 01:05:00+00:00,142.8735,142.9685,142.856,142.9515
2020-02-03 01:10:00+00:00,142.9505,143.008,142.936,142.938
2020-02-03 01:15:00+00:00,142.9385,142.9775,142.9165,142.9735
2020-02-03 01:20:00+00:00,142.9725,142.996,142.8935,142.927
2020-02-03 01:25:00+00:00,142.9265,142.975,142.876,142.95
2020-02-03 01:30:00+00:00,142.949,143.056,142.928,143.0155
2020-02-03 01:35:00+00:00,143.016,143.0945,142.9835,143.047
2020-02-03 01:40:00+00:00,143.0465,143.111,143.0335,143.036
2020-02-03 01:45:00+00:00,143.0365,143.074,142.9855,143.0315
2020-02-03 01:50:00+00:00,143.0325,143.09,143.0325,143.063
2020-02-03 01:55:00+00:00,143.0635,143.0785,143.036,143.048
2020-02-03 02:00:00+00:00,143.047,143.061,143.008,143.028
2020-02-03 02:05:00+00:00,143.027,143.034,142.948,142.9705
2020-02-03 02:10:00+00:00,142.9695,142.9715,142.9215,142.9265
2020-02-03 02:15:00+00:00,142.9275,142.96,142.9015,142.9395
2020-02-03 02:20:00+00:00,142.94,143.0065,142.9225,142.9835
2020-02-03 02:25:00+00:00,142.984,143.0275,142.984,143.01
2020-02-03 02:30:00+00:00,143.0095,143.0195,142.949,142.986
2020-02-03 02:35:00+00:00,142.9865,143.025,142.982,142.9955
2020-02-03 02:40:00+00:00,142.996,142.996,142.9585,142.9725
2020-02-03 02:45:00+00:00,142.972,142.9725,142.9055,142.9115
2020-02-03 02:50:00+00:00,142.9125,142.939,142.896,142.938
2020-02-03 02:55:00+00:00,142.9375,142.939,142.9115,142.916
2020-02-03 03:00:00+00:00,142.9155,142.9315,142.876,142.889
2020-02-03 03:05:00+00:00,142.8885,142.898,142.8465,142.866
2020-02-03 03:10:00+00:00,142.8665,142.872,142.8375,142.868
2020-02-03 03:15:00+00:00,142.8675,142.8935,142.8575,142.8935
2020-02-03 03:20:00+00:00,142.8925,142.9015,142.863,142.886
2020-02-03 03:25:00+00:00,142.885,142.888,142.828,142.855
2020-02-03 03:30:00+00:00,142.8545,142.8615,142.816,142.8515
2020-02-03 03:35:00+00:00,142.851,142.8555,142.7895,142.7935
2020-02-03 03:40:00+00:00,142.793,142.8125,142.773,142.8085
2020-02-03 03:45:00+00:00,142.8095,142.8455,142.802,142.8245
2020-02-03 03:50:00+00:00,142.825,142.851,142.8085,142.8315
2020-02-03 03:55:00+00:00,142.831,142.8435,142.795,142.83
2020-02-03 04:00:00+00:00,142.8295,142.8355,142.804,142.811
2020-02-03 04:05:00+00:00,142.8115,142.8185,142.799,142.8175
2020-02-03 04:10:00+00:00,142.817,142.8195,142.802,142.81
2020-02-03 04:15:00+00:00,142.809,142.863,142.8085,142.862
2020-02-03 04:20:00+00:00,142.8615,142.878,142.822,142.8315
2020-02-03 04:25:00+00:00,142.832,142.8455,142.8245,142.8455
2020-02-03 04:30:00+00:00,142.8465,142.8625,142.8275,142.859
2020-02-03 04:35:00+00:00,142.8585,142.9005,142.849,142.889
2020-02-03 04:40:00+00:00,142.8885,142.8885,142.8535,142.8655
2020-02-03 04:45:00+00:00,142.8655,142.8705,142.847,142.8555
2020-02-03 04:50:00+00:00,142.855,142.857,142.826,142.832
2020-02-03 04:55:00+00:00,142.8325,142.8325,142.796,142.8035
2020-02-03 05:00:00+00:00,142.803,142.8435,142.7975,142.8295
2020-02-03 05:05:00+00:00,142.829,142.8445,142.8165,142.839
2020-02-03 05:10:00+00:00,142.8385,142.867,142.832,142.8585
2020-02-03 05:15:00+00:00,142.858,142.9015,142.8535,142.856
2020-02-03 05:20:00+00:00,142.8565,142.9085,142.854,142.896
2020-02-03 05:25:00+00:00,142.8955,142.906,142.8435,142.877
2020-02-03 05:30:00+00:00,142.876,142.8925,142.8545,142.873
2020-02-03 05:35:00+00:00,142.8735,142.8795,142.857,142.8615
2020-02-03 05:40:00+00:00,142.862,142.878,142.851,142.868
2020-02-03 05:45:00+00:00,142.869,142.877,142.853,142.8705
2020-02-03 05:50:00+00:00,142.871,142.8745,142.8325,142.838
2020-02-03 05:55:00+00:00,142.8385,142.866,142.8365,142.8615
2020-02-03 06:00:00+00:00,142.862,142.864,142.8305,142.8355
2020-02-03 06:05:00+00:00,142.8345,142.8515,142.819,142.824
2020-02-03 06:10:00+00:00,142.8235,142.825,142.805,142.807
2020-02-03 06:15:00+00:00,142.8075,142.8275,142.803,142.804
2020-02-03 06:20:00+00:00,142.8045,142.8175,142.8005,142.8105
2020-02-03 06:25:00+00:00,142.811,142.828,142.7835,142.805
2020-02-03 06:30:00+00:00,142.806,142.813,142.7935,142.799
2020-02-03 06:35:00+00:00,142.7995,142.8035,142.7565,142.774
2020-02-03 06:40:00+00:00,142.7745,142.779,142.739,142.7495
2020-02-03 06:45:00+00:00,142.749,142.769,142.7285,142.767
2020-02-03 06:50:00+00:00,142.7675,142.804,142.767,142.779
2020-02-03 06:55:00+00:00,142.7795,142.792,142.747,142.759
2020-02-03 07:00:00+00:00,142.7595,142.811,142.7195,142.7855
2020-02-03 07:05:00+00:00,142.786,142.8055,142.756,142.7695
2020-02-03 07:10:00+00:00,142.769,142.7935,142.7395,142.7395
2020-02-03 07:15:00+00:00,142.739,142.7775,142.725,142.7665
2020-02-03 07:20:00+00:00,142.766,142.831,142.7465,142.8235
2020-02-03 07:25:00+00:00,142.823,142.8865,142.818,142.8425
2020-02-03 07:30:00+00:00,142.8415,142.866,142.8155,142.8415
2020-02-03 07:35:00+00:00,142.841,142.8805,142.812,142.8775
2020-02-03 07:40:00+00:00,142.877,142.9355,142.8675,142.9315
2020-02-03 07:45:00+00:00,142.932,142.9455,142.8965,142.899
2020-02-03 07:50:00+00:00,142.8995,142.9005,142.8295,142.837
2020-02-03 07:55:00+00:00,142.8365,142.8685,142.754,142.771
2020-02-03 08:00:00+00:00,142.7715,142.825,142.7305,142.772
2020-02-03 08:05:00+00:00,142.7725,142.779,142.67,142.68
2020-02-03 08:10:00+00:00,142.6795,142.7145,142.6445,142.6885
2020-02-03 08:15:00+00:00,142.69,142.6995,142.5405,142.5825
2020-02-03 08:20:00+00:00,142.582,142.605,142.4835,142.5485
2020-02-03 08:25:00+00:00,142.548,142.591,142.5235,142.589
2020-02-03 08:30:00+00:00,142.5885,142.5985,142.471,142.472
2020-02-03 08:35:00+00:00,142.4715,142.5215,142.4565,142.512
2020-02-03 08:40:00+00:00,142.5115,142.548,142.4755,142.5235
2020-02-03 08:45:00+00:00,142.5245,142.581,142.4965,142.5185
2020-02-03 08:50:00+00:00,142.521,142.5885,142.5025,142.5075
2020-02-03 08:55:00+00:00,142.508,142.516,142.419,142.477
2020-02-03 09:00:00+00:00,142.479,142.479,142.3485,142.371
2020-02-03 09:05:00+00:00,142.3715,142.402,142.332,142.353
2020-02-03 09:10:00+00:00,142.3525,142.3575,142.285,142.295
2020-02-03 09:15:00+00:00,142.296,142.3025,142.2415,142.259
2020-02-03 09:20:00+00:00,142.2585,142.2645,142.1935,142.1985
2020-02-03 09:25:00+00:00,142.199,142.267,142.1895,142.258
2020-02-03 09:30:00+00:00,142.26,142.2825,142.2125,142.2465
2020-02-03 09:35:00+00:00,142.2455,142.2645,142.1905,142.1975
2020-02-03 09:40:00+00:00,142.197,142.2245,142.176,142.1785
2020-02-03 09:45:00+00:00,142.179,142.195,142.1555,142.1575
2020-02-03 09:50:00+00:00,142.157,142.228,142.1555,142.18
2020-02-03 09:55:00+00:00,142.1795,142.1825,141.9325,141.942
2020-02-03 10:00:00+00:00,141.9415,141.947,141.702,141.842
2020-02-03 10:05:00+00:00,141.8415,141.858,141.7695,141.7985
2020-02-03 10:10:00+00:00,141.798,141.8665,141.772,141.8395
2020-02-03 10:15:00+00:00,141.839,141.8435,141.79,141.813
2020-02-03 10:20:00+00:00,141.8125,141.912,141.798,141.8055
2020-02-03 10:25:00+00:00,141.8045,141.893,141.7905,141.886
2020-02-03 10:30:00+00:00,141.8865,141.8865,141.76,141.782
2020-02-03 10:35:00+00:00,141.7815,141.817,141.748,141.754
2020-02-03 10:40:00+00:00,141.7545,141.7545,141.6155,141.7085
2020-02-03 10:45:00+00:00,141.709,141.761,141.697,141.709
2020-02-03 10:50:00+00:00,141.7095,141.7235,141.588,141.5925
2020-02-03 10:55:00+00:00,141.592,141.645,141.5705,141.592
2020-02-03 11:00:00+00:00,141.5915,141.6745,141.5915,141.645
2020-02-03 11:05:00+00:00,141.6445,141.711,141.6365,141.648
2020-02-03 11:10:00+00:00,141.6475,141.782,141.641,141.779
2020-02-03 11:15:00+00:00,141.7785,141.858,141.7735,141.802
2020-02-03 11:20:00+00:00,141.8015,141.815,141.7065,141.728
2020-02-03 11:25:00+00:00,141.7275,141.7615,141.69,141.75
2020-02-03 11:30:00+00:00,141.7495,141.7635,141.718,141.7455
2020-02-03 11:35:00+00:00,141.746,141.7635,141.6545,141.655
2020-02-03 11:40:00+00:00,141.6545,141.676,141.5965,141.649
2020-02-03 11:45:00+00:00,141.6485,141.674,141.6175,141.645
2020-02-03 11:50:00+00:00,141.6455,141.6495,141.592,141.606
2020-02-03 11:55:00+00:00,141.608,141.7535,141.608,141.74
2020-02-03 12:00:00+00:00,141.7395,141.747,141.66,141.6635
2020-02-03 12:05:00+00:00,141.665,141.709,141.653,141.685
2020-02-03 12:10:00+00:00,141.6855,141.6885,141.6395,141.6875
2020-02-03 12:15:00+00:00,141.688,141.722,141.6705,141.7025
2020-02-03 12:20:00+00:00,141.7035,141.7205,141.6835,141.686
2020-02-03 12:25:00+00:00,141.6855,141.7355,141.679,141.7345
2020-02-03 12:30:00+00:00,141.734,141.77,141.6965,141.742
2020-02-03 12:35:00+00:00,141.7415,141.7435,141.704,141.7045
2020-02-03 12:40:00+00:00,141.704,141.735,141.6435,141.735
2020-02-03 12:45:00+00:00,141.7355,141.752,141.706,141.733
2020-02-03 12:50:00+00:00,141.7325,141.733,141.664,141.669
2020-02-03 12:55:00+00:00,141.67,141.685,141.633,141.676
2020-02-03 13:00:00+00:00,141.675,141.7025,141.6385,141.6425
2020-02-03 13:05:00+00:00,141.642,141.6605,141.6105,141.6585
2020-02-03 13:10:00+00:00,141.659,141.685,141.6545,141.6655
2020-02-03 13:15:00+00:00,141.665,141.7565,141.6635,141.752
2020-02-03 13:20:00+00:00,141.7515,141.794,141.7375,141.7805
2020-02-03 13:25:00+00:00,141.78,141.839,141.773,141.7935
2020-02-03 13:30:00+00:00,141.793,141.793,141.721,141.7295
2020-02-03 13:35:00+00:00,141.729,141.734,141.6815,141.703
2020-02-03 13:40:00+00:00,141.7035,141.7575,141.693,141.733
2020-02-03 13:45:00+00:00,141.7325,141.7485,141.701,141.724
2020-02-03 13:50:00+00:00,141.7235,141.7235,141.654,141.6725
2020-02-03 13:55:00+00:00,141.672,141.762,141.6515,141.748
2020-02-03 14:00:00+00:00,141.749,141.755,141.6535,141.666
2020-02-03 14:05:00+00:00,141.6665,141.674,141.6215,141.6255
2020-02-03 14:10:00+00:00,141.626,141.63,141.455,141.471
2020-02-03 14:15:00+00:00,141.4705,141.486,141.389,141.4285
2020-02-03 14:20:00+00:00,141.429,141.4435,141.38,141.429
2020-02-03 14:25:00+00:00,141.4295,141.4765,141.3905,141.441
2020-02-03 14:30:00+00:00,141.4405,141.4805,141.409,141.45
2020-02-03 14:35:00+00:00,141.451,141.506,141.3705,141.3915
2020-02-03 14:40:00+00:00,141.392,141.461,141.392,141.438
2020-02-03 14:45:00+00:00,141.4375,141.5325,141.4305,141.483
2020-02-03 14:50:00+00:00,141.4815,141.535,141.465,141.522
2020-02-03 14:55:00+00:00,141.5225,141.6195,141.5085,141.5165
2020-02-03 15:00:00+00:00,141.5205,141.7005,141.5065,141.6045
2020-02-03 15:05:00+00:00,141.604,141.6045,141.4295,141.4705
2020-02-03 15:10:00+00:00,141.471,141.5475,141.4685,141.524
2020-02-03 15:15:00+00:00,141.5245,141.589,141.509,141.574
2020-02-03 15:20:00+00:00,141.5745,141.649,141.5165,141.5385
2020-02-03 15:25:00+00:00,141.539,141.6515,141.537,141.6375
2020-02-03 15:30:00+00:00,141.637,141.6385,141.536,141.5385
2020-02-03 15:35:00+00:00,141.539,141.544,141.469,141.4705
2020-02-03 15:40:00+00:00,141.47,141.47,141.3725,141.4325
2020-02-03 15:45:00+00:00,141.432,141.4485,141.3915,141.4255
2020-02-03 15:50:00+00:00,141.426,141.4795,141.4165,141.4275
2020-02-03 15:55:00+00:00,141.428,141.498,141.407,141.463
2020-02-03 16:00:00+00:00,141.462,141.5115,141.451,141.5005
2020-02-03 16:05:00+00:00,141.5,141.501,141.396,141.432
2020-02-03 16:10:00+00:00,141.4325,141.4375,141.377,141.3865
2020-02-03 16:15:00+00:00,141.3875,141.422,141.3505,141.38
2020-02-03 16:20:00+00:00,141.3805,141.393,141.3365,141.361
2020-02-03 16:25:00+00:00,141.3615,141.378,141.2605,141.2645
2020-02-03 16:30:00+00:00,141.264,141.335,141.245,141.251
2020-02-03 16:35:00+00:00,141.2515,141.2555,141.184,141.208
2020-02-03 16:40:00+00:00,141.2085,141.211,141.1305,141.149
2020-02-03 16:45:00+00:00,141.1485,141.2055,141.1165,141.196
2020-02-03 16:50:00+00:00,141.1955,141.2045,141.1625,141.168
2020-02-03 16:55:00+00:00,141.1685,141.244,141.16,141.2325
2020-02-03 17:00:00+00:00,141.232,141.233,141.168,141.199
2020-02-03 17:05:00+00:00,141.1985,141.2165,141.148,141.1555
2020-02-03 17:10:00+00:00,141.155,141.16,141.071,141.1435
2020-02-03 17:15:00+00:00,141.144,141.1505,141.0765,141.0905
2020-02-03 17:20:00+00:00,141.091,141.1785,141.089,141.1545
2020-02-03 17:25:00+00:00,141.155,141.1825,141.1165,141.139
2020-02-03 17:30:00+00:00,141.1395,141.1955,141.133,141.1545
2020-02-03 17:35:00+00:00,141.1555,141.2265,141.1555,141.221
2020-02-03 17:40:00+00:00,141.2215,141.25,141.188,141.2295
2020-02-03 17:45:00+00:00,141.23,141.251,141.1985,141.215
2020-02-03 17:50:00+00:00,141.2155,141.2885,141.2075,141.2845
2020-02-03 17:55:00+00:00,141.285,141.3615,141.285,141.322
2020-02-03 18:00:00+00:00,141.323,141.374,141.3175,141.369
2020-02-03 18:05:00+00:00,141.367,141.3675,141.2975,141.299
2020-02-03 18:10:00+00:00,141.298,141.298,141.219,141.2505
2020-02-03 18:15:00+00:00,141.248,141.262,141.2255,141.2425
2020-02-03 18:20:00+00:00,141.242,141.258,141.2045,141.214
2020-02-03 18:25:00+00:00,141.2135,141.2245,141.1865,141.1955
2020-02-03 18:30:00+00:00,141.195,141.2185,141.1675,141.179
2020-02-03 18:35:00+00:00,141.1785,141.2145,141.1705,141.1995
2020-02-03 18:40:00+00:00,141.2,141.2035,141.1695,141.1725
2020-02-03 18:45:00+00:00,141.173,141.1775,141.0775,141.0855
2020-02-03 18:50:00+00:00,141.085,141.15,141.0815,141.143
2020-02-03 18:55:00+00:00,141.142,141.2315,141.141,141.213
2020-02-03 19:00:00+00:00,141.2135,141.2345,141.159,141.1615
2020-02-03 19:05:00+00:00,141.161,141.1775,141.1415,141.167
2020-02-03 19:10:00+00:00,141.1675,141.196,141.125,141.131
2020-02-03 19:15:00+00:00,141.1315,141.178,141.1175,141.17
2020-02-03 19:20:00+00:00,141.1705,141.1865,141.114,141.135
2020-02-03 19:25:00+00:00,141.1355,141.1675,141.124,141.165
2020-02-03 19:30:00+00:00,141.1655,141.197,141.136,141.136
2020-02-03 19:35:00+00:00,141.1355,141.2005,141.131,141.198
2020-02-03 19:40:00+00:00,141.1985,141.255,141.1825,141.252
2020-02-03 19:45:00+00:00,141.2515,141.274,141.242,141.2585
2020-02-03 19:50:00+00:00,141.259,141.277,141.239,141.26
2020-02-03 19:55:00+00:00,141.2605,141.292,141.2485,141.2645
2020-02-03 20:00:00+00:00,141.264,141.269,141.2405,141.2685
2020-02-03 20:05:00+00:00,141.269,141.2985,141.2655,141.2945
2020-02-03 20:10:00+00:00,141.2955,141.3085,141.2755,141.297
2020-02-03 20:15:00+00:00,141.2975,141.298,141.2815,141.2875
2020-02-03 20:20:00+00:00,141.2885,141.32,141.2865,141.3095
2020-02-03 20:25:00+00:00,141.3085,141.32,141.2795,141.288
2020-02-03 20:30:00+00:00,141.2895,141.295,141.228,141.235
2020-02-03 20:35:00+00:00,141.234,141.2445,141.213,141.2295
2020-02-03 20:40:00+00:00,141.229,141.2565,141.2225,141.2295
2020-02-03 20:45:00+00:00,141.23,141.2355,141.1765,141.198
2020-02-03 20:50:00+00:00,141.1975,141.2125,141.1575,141.1755
2020-02-03 20:55:00+00:00,141.1745,141.2275,141.1515,141.206
2020-02-03 21:00:00+00:00,141.2065,141.2185,141.1865,141.205
2020-02-03 21:05:00+00:00,141.2055,141.232,141.2035,141.213
2020-02-03 21:10:00+00:00,141.212,141.2455,141.212,141.245
2020-02-03 21:15:00+00:00,141.2445,141.255,141.222,141.237
2020-02-03 21:20:00+00:00,141.2375,141.254,141.2345,141.2535
2020-02-03 21:25:00+00:00,141.254,141.2565,141.253,141.253
2020-02-03 21:30:00+00:00,141.2535,141.261,141.2505,141.255
2020-02-03 21:35:00+00:00,141.254,141.278,141.254,141.278
2020-02-03 21:40:00+00:00,141.279,141.2985,141.2735,141.296
2020-02-03 21:45:00+00:00,141.297,141.3235,141.276,141.3085
2020-02-03 21:50:00+00:00,141.3085,141.3085,141.2815,141.2965
2020-02-03 21:55:00+00:00,141.296,141.296,141.232,141.2335
2020-02-03 22:00:00+00:00,141.2395,141.245,141.239,141.245
2020-02-03 22:05:00+00:00,141.2435,141.26,141.232,141.24
2020-02-03 22:10:00+00:00,141.2405,141.241,141.1985,141.2075
2020-02-03 22:15:00+00:00,141.205,141.211,141.194,141.1995
2020-02-03 22:20:00+00:00,141.2005,141.2015,141.1885,141.2005
2020-02-03 22:25:00+00:00,141.201,141.22,141.198,141.198
2020-02-03 22:30:00+00:00,141.199,141.203,141.1525,141.159
2020-02-03 22:35:00+00:00,141.16,141.2075,141.1525,141.2065
2020-02-03 22:40:00+00:00,141.2085,141.2265,141.205,141.2195
2020-02-03 22:45:00+00:00,141.2185,141.2295,141.216,141.2295
2020-02-03 22:50:00+00:00,141.226,141.2345,141.223,141.234
2020-02-03 22:55:00+00:00,141.2345,141.2415,141.2295,141.241
2020-02-03 23:00:00+00:00,141.24,141.242,141.118,141.155
2020-02-03 23:05:00+00:00,141.1545,141.173,141.1265,141.1265
2020-02-03 23:10:00+00:00,141.1255,141.146,141.1195,141.129
2020-02-03 23:15:00+00:00,141.1295,141.156,141.1225,141.1465
2020-02-03 23:20:00+00:00,141.147,141.192,141.146,141.181
2020-02-03 23:25:00+00:00,141.182,141.1825,141.166,141.1725
2020-02-03 23:30:00+00:00,141.1715,141.2035,141.1715,141.1795
2020-02-03 23:35:00+00:00,141.179,141.198,141.1755,141.1755
2020-02-03 23:40:00+00:00,141.176,141.191,141.169,141.191
2020-02-03 23:45:00+00:00,141.1915,141.2235,141.179,141.202
2020-02-03 23:50:00+00:00,141.2025,141.204,141.1775,141.1855
